,Future Connection
"(428, 876)",0.0
"(500, 808)",0.0
"(348, 816)",0.0
"(418, 447)",0.0
"(311, 317)",1.0
"(490, 966)",0.0
"(122, 829)",0.0
"(260, 431)",0.0
"(635, 758)",0.0
"(719, 916)",0.0
"(90, 541)",0.0
"(6, 47)",0.0
"(186, 501)",0.0
"(474, 979)",0.0
"(376, 599)",0.0
"(523, 929)",0.0
"(197, 300)",0.0
"(379, 596)",0.0
"(485, 741)",0.0
"(27, 426)",0.0
"(163, 898)",0.0
"(33, 344)",0.0
"(138, 505)",0.0
"(235, 619)",0.0
"(67, 130)",0.0
"(516, 563)",0.0
"(434, 487)",0.0
"(15, 570)",0.0
"(506, 722)",0.0
"(770, 934)",0.0
"(461, 502)",0.0
"(423, 835)",0.0
"(463, 764)",0.0
"(401, 591)",0.0
"(83, 448)",1.0
"(74, 610)",0.0
"(285, 669)",0.0
"(609, 751)",0.0
"(718, 824)",0.0
"(403, 647)",0.0
"(156, 947)",0.0
"(191, 914)",0.0
"(155, 535)",0.0
"(812, 943)",0.0
"(354, 489)",0.0
"(444, 512)",0.0
"(237, 625)",0.0
"(533, 740)",0.0
"(807, 814)",0.0
"(488, 715)",0.0
"(270, 512)",0.0
"(167, 367)",1.0
"(352, 771)",0.0
"(373, 855)",0.0
"(38, 785)",0.0
"(314, 733)",0.0
"(506, 610)",0.0
"(795, 973)",0.0
"(460, 643)",0.0
"(2, 752)",0.0
"(594, 893)",0.0
"(6, 161)",0.0
"(952, 962)",0.0
"(238, 920)",0.0
"(25, 701)",0.0
"(310, 318)",1.0
"(256, 703)",0.0
"(147, 527)",0.0
"(574, 683)",0.0
"(387, 1002)",0.0
"(326, 488)",0.0
"(99, 272)",0.0
"(334, 536)",0.0
"(95, 869)",0.0
"(8, 862)",0.0
"(641, 941)",0.0
"(324, 576)",0.0
"(580, 675)",0.0
"(10, 958)",0.0
"(471, 801)",0.0
"(48, 380)",0.0
"(311, 950)",0.0
"(291, 964)",0.0
"(397, 471)",0.0
"(426, 567)",0.0
"(150, 299)",0.0
"(459, 890)",0.0
"(446, 788)",0.0
"(669, 727)",0.0
"(405, 668)",0.0
"(55, 925)",0.0
"(199, 597)",0.0
"(939, 960)",0.0
"(128, 653)",0.0
"(655, 985)",0.0
"(78, 801)",0.0
"(22, 27)",0.0
"(392, 950)",0.0
"(554, 1004)",0.0
"(574, 955)",0.0
"(819, 945)",0.0
"(766, 942)",0.0
"(153, 233)",1.0
"(88, 537)",0.0
"(39, 894)",0.0
"(841, 986)",0.0
"(542, 717)",0.0
"(431, 790)",0.0
"(189, 920)",0.0
"(37, 984)",0.0
"(60, 920)",0.0
"(524, 894)",0.0
"(11, 269)",1.0
"(120, 422)",0.0
"(301, 879)",0.0
"(31, 295)",0.0
"(414, 611)",0.0
"(534, 734)",0.0
"(380, 671)",0.0
"(287, 506)",0.0
"(467, 793)",0.0
"(20, 316)",1.0
"(265, 967)",1.0
"(142, 159)",1.0
"(769, 909)",0.0
"(504, 895)",0.0
"(462, 835)",0.0
"(342, 733)",0.0
"(396, 1002)",0.0
"(273, 945)",0.0
"(150, 538)",0.0
"(555, 760)",0.0
"(405, 540)",0.0
"(91, 430)",1.0
"(675, 949)",0.0
"(160, 415)",0.0
"(712, 973)",0.0
"(493, 751)",0.0
"(767, 893)",0.0
"(347, 624)",0.0
"(273, 420)",0.0
"(311, 996)",0.0
"(483, 487)",0.0
"(307, 991)",0.0
"(38, 578)",0.0
"(361, 904)",0.0
"(118, 393)",0.0
"(123, 502)",0.0
"(216, 919)",0.0
"(113, 769)",0.0
"(506, 893)",0.0
"(662, 741)",0.0
"(122, 143)",0.0
"(435, 591)",0.0
"(349, 691)",0.0
"(584, 801)",0.0
"(197, 486)",1.0
"(260, 436)",0.0
"(546, 638)",0.0
"(167, 768)",0.0
"(245, 492)",0.0
"(515, 612)",0.0
"(315, 520)",0.0
"(415, 596)",0.0
"(222, 694)",0.0
"(61, 719)",1.0
"(276, 443)",0.0
"(532, 934)",0.0
"(446, 608)",0.0
"(935, 1001)",0.0
"(242, 781)",0.0
"(752, 911)",0.0
"(29, 822)",0.0
"(58, 495)",1.0
"(185, 639)",0.0
"(76, 614)",0.0
"(200, 216)",0.0
"(259, 299)",0.0
"(907, 930)",0.0
"(323, 829)",0.0
"(563, 870)",0.0
"(29, 677)",0.0
"(271, 941)",0.0
"(233, 764)",1.0
"(341, 412)",0.0
"(294, 731)",0.0
"(549, 815)",0.0
"(374, 947)",0.0
"(57, 576)",0.0
"(113, 292)",1.0
"(531, 995)",0.0
"(212, 613)",0.0
"(461, 710)",0.0
"(866, 969)",0.0
"(618, 728)",0.0
"(301, 543)",0.0
"(29, 725)",0.0
"(388, 991)",0.0
"(526, 729)",0.0
"(205, 292)",0.0
"(175, 821)",0.0
"(315, 493)",0.0
"(2, 874)",0.0
"(319, 635)",0.0
"(331, 616)",0.0
"(325, 781)",0.0
"(493, 838)",0.0
"(251, 252)",0.0
"(97, 372)",0.0
"(350, 973)",0.0
"(276, 452)",0.0
"(520, 934)",0.0
"(25, 549)",0.0
"(22, 560)",0.0
"(322, 781)",0.0
"(296, 543)",1.0
"(481, 639)",0.0
"(683, 688)",0.0
"(390, 935)",0.0
"(787, 806)",0.0
"(78, 917)",0.0
"(321, 751)",0.0
"(530, 822)",0.0
"(64, 636)",0.0
"(79, 434)",1.0
"(718, 787)",0.0
"(326, 848)",0.0
"(955, 957)",0.0
"(409, 461)",1.0
"(145, 279)",0.0
"(151, 530)",0.0
"(31, 954)",0.0
"(779, 891)",0.0
"(77, 408)",0.0
"(212, 844)",0.0
"(484, 769)",0.0
"(135, 284)",0.0
"(219, 724)",0.0
"(53, 402)",0.0
"(265, 586)",0.0
"(134, 763)",0.0
"(100, 577)",0.0
"(534, 912)",0.0
"(455, 660)",0.0
"(351, 941)",0.0
"(444, 909)",0.0
"(8, 355)",0.0
"(4, 932)",1.0
"(537, 717)",0.0
"(222, 657)",0.0
"(265, 784)",0.0
"(309, 604)",0.0
"(590, 1000)",0.0
"(367, 977)",0.0
"(488, 755)",0.0
"(319, 506)",0.0
"(222, 340)",1.0
"(340, 634)",0.0
"(342, 965)",0.0
"(88, 948)",0.0
"(47, 549)",0.0
"(84, 952)",0.0
"(694, 914)",0.0
"(634, 725)",0.0
"(301, 944)",0.0
"(340, 430)",1.0
"(390, 653)",0.0
"(459, 601)",0.0
"(272, 643)",0.0
"(11, 864)",0.0
"(404, 686)",0.0
"(129, 964)",0.0
"(242, 617)",0.0
"(365, 725)",0.0
"(24, 184)",0.0
"(923, 984)",0.0
"(689, 885)",0.0
"(198, 720)",0.0
"(241, 255)",0.0
"(363, 898)",0.0
"(76, 797)",0.0
"(495, 849)",0.0
"(255, 505)",0.0
"(321, 794)",0.0
"(359, 510)",1.0
"(532, 628)",0.0
"(290, 687)",0.0
"(360, 773)",0.0
"(584, 827)",0.0
"(550, 986)",0.0
"(555, 647)",0.0
"(73, 528)",0.0
"(529, 773)",0.0
"(157, 636)",0.0
"(188, 912)",0.0
"(82, 384)",0.0
"(327, 641)",0.0
"(632, 763)",0.0
"(213, 341)",0.0
"(270, 433)",0.0
"(36, 763)",0.0
"(166, 737)",0.0
"(865, 973)",0.0
"(355, 960)",0.0
"(627, 896)",0.0
"(462, 905)",0.0
"(788, 828)",0.0
"(496, 642)",0.0
"(782, 793)",0.0
"(243, 649)",0.0
"(221, 574)",0.0
"(217, 998)",0.0
"(11, 763)",0.0
"(359, 370)",0.0
"(462, 963)",0.0
"(253, 360)",0.0
"(159, 905)",0.0
"(536, 804)",0.0
"(110, 752)",0.0
"(601, 830)",0.0
"(147, 449)",0.0
"(723, 975)",0.0
"(87, 554)",0.0
"(581, 1000)",0.0
"(361, 369)",0.0
"(592, 630)",0.0
"(22, 961)",0.0
"(203, 791)",0.0
"(148, 362)",0.0
"(632, 822)",0.0
"(105, 308)",1.0
"(18, 835)",0.0
"(444, 563)",0.0
"(254, 964)",0.0
"(883, 936)",0.0
"(20, 415)",0.0
"(147, 594)",0.0
"(751, 792)",0.0
"(651, 917)",0.0
"(360, 405)",1.0
"(370, 377)",0.0
"(36, 70)",0.0
"(501, 779)",0.0
"(93, 867)",0.0
"(39, 87)",0.0
"(734, 833)",0.0
"(363, 991)",0.0
"(151, 609)",0.0
"(196, 372)",0.0
"(339, 804)",0.0
"(572, 774)",0.0
"(82, 793)",0.0
"(400, 685)",0.0
"(125, 227)",0.0
"(255, 864)",0.0
"(548, 938)",0.0
"(60, 457)",0.0
"(453, 588)",0.0
"(22, 620)",0.0
"(133, 549)",1.0
"(552, 750)",0.0
"(82, 660)",0.0
"(341, 346)",0.0
"(486, 758)",0.0
"(457, 631)",0.0
"(354, 366)",0.0
"(10, 28)",1.0
"(84, 261)",1.0
"(65, 734)",0.0
"(851, 874)",0.0
"(33, 774)",0.0
"(639, 971)",0.0
"(68, 248)",0.0
"(240, 367)",0.0
"(282, 473)",1.0
"(360, 536)",0.0
"(368, 401)",0.0
"(102, 276)",0.0
"(72, 853)",0.0
"(553, 853)",1.0
"(170, 701)",0.0
"(389, 745)",0.0
"(157, 238)",0.0
"(336, 470)",1.0
"(694, 696)",0.0
"(48, 650)",0.0
"(179, 719)",0.0
"(462, 645)",0.0
"(768, 962)",0.0
"(222, 938)",0.0
"(422, 439)",0.0
"(811, 931)",0.0
"(213, 305)",0.0
"(177, 723)",0.0
"(147, 925)",0.0
"(245, 973)",0.0
"(231, 388)",0.0
"(88, 341)",0.0
"(60, 885)",0.0
"(131, 247)",0.0
"(361, 368)",0.0
"(419, 610)",0.0
"(80, 847)",0.0
"(542, 552)",0.0
"(411, 436)",0.0
"(56, 963)",0.0
"(591, 975)",0.0
"(44, 370)",0.0
"(121, 344)",1.0
"(733, 846)",0.0
"(319, 814)",0.0
"(389, 550)",0.0
"(27, 954)",0.0
"(168, 618)",0.0
"(893, 894)",0.0
"(201, 806)",0.0
"(346, 817)",0.0
"(279, 513)",0.0
"(312, 685)",0.0
"(41, 331)",0.0
"(722, 794)",0.0
"(889, 936)",0.0
"(370, 872)",0.0
"(897, 993)",0.0
"(216, 868)",0.0
"(403, 907)",0.0
"(204, 511)",0.0
"(469, 939)",0.0
"(197, 668)",0.0
"(5, 679)",0.0
"(214, 512)",0.0
"(127, 932)",1.0
"(277, 656)",0.0
"(706, 932)",0.0
"(175, 352)",0.0
"(30, 178)",0.0
"(110, 616)",0.0
"(207, 838)",0.0
"(531, 821)",0.0
"(545, 942)",0.0
"(340, 963)",1.0
"(63, 392)",0.0
"(148, 246)",0.0
"(78, 374)",0.0
"(150, 716)",0.0
"(174, 553)",0.0
"(136, 141)",0.0
"(827, 851)",0.0
"(290, 462)",1.0
"(52, 937)",0.0
"(509, 709)",0.0
"(289, 519)",0.0
"(465, 610)",0.0
"(150, 550)",0.0
"(24, 737)",0.0
"(757, 940)",0.0
"(162, 767)",0.0
"(653, 889)",0.0
"(596, 838)",0.0
"(926, 932)",0.0
"(20, 781)",0.0
"(445, 886)",0.0
"(448, 501)",0.0
"(112, 215)",0.0
"(185, 889)",0.0
"(308, 779)",0.0
"(141, 539)",0.0
"(277, 752)",0.0
"(438, 793)",0.0
"(342, 515)",1.0
"(158, 654)",1.0
"(606, 951)",0.0
"(832, 959)",0.0
"(298, 601)",0.0
"(708, 855)",0.0
"(773, 798)",0.0
"(265, 275)",0.0
"(336, 472)",0.0
"(508, 886)",0.0
"(484, 915)",0.0
"(192, 586)",1.0
"(457, 478)",0.0
"(73, 420)",1.0
"(63, 294)",0.0
"(351, 880)",0.0
"(157, 948)",0.0
"(560, 667)",0.0
"(317, 335)",0.0
"(113, 706)",0.0
"(631, 756)",0.0
"(406, 973)",0.0
"(332, 909)",0.0
"(270, 385)",0.0
"(492, 570)",0.0
"(481, 484)",0.0
"(423, 765)",0.0
"(116, 836)",0.0
"(784, 968)",0.0
"(274, 474)",0.0
"(736, 949)",0.0
"(106, 180)",1.0
"(90, 147)",0.0
"(472, 565)",0.0
"(57, 75)",0.0
"(345, 896)",0.0
"(160, 770)",0.0
"(378, 843)",0.0
"(228, 806)",0.0
"(662, 696)",0.0
"(480, 592)",0.0
"(90, 480)",1.0
"(122, 709)",0.0
"(569, 611)",0.0
"(211, 297)",0.0
"(848, 963)",0.0
"(393, 414)",0.0
"(775, 786)",0.0
"(64, 451)",0.0
"(874, 997)",0.0
"(324, 926)",0.0
"(137, 453)",1.0
"(826, 957)",0.0
"(435, 777)",0.0
"(211, 696)",0.0
"(188, 561)",0.0
"(790, 849)",0.0
"(47, 683)",0.0
"(270, 909)",1.0
"(216, 547)",0.0
"(732, 936)",0.0
"(761, 1001)",0.0
"(767, 966)",0.0
"(59, 750)",0.0
"(293, 502)",1.0
"(190, 997)",0.0
"(719, 954)",0.0
"(426, 681)",0.0
"(520, 821)",0.0
"(236, 978)",0.0
"(296, 562)",0.0
"(49, 246)",0.0
"(95, 533)",0.0
"(398, 908)",0.0
"(234, 336)",0.0
"(212, 766)",0.0
"(154, 697)",0.0
"(73, 176)",0.0
"(350, 739)",0.0
"(146, 785)",0.0
"(343, 675)",0.0
"(636, 726)",0.0
"(72, 517)",0.0
"(421, 975)",0.0
"(165, 940)",1.0
"(133, 720)",0.0
"(515, 717)",0.0
"(49, 788)",0.0
"(235, 271)",0.0
"(318, 820)",1.0
"(393, 711)",0.0
"(538, 902)",0.0
"(28, 330)",0.0
"(191, 577)",0.0
"(398, 798)",0.0
"(374, 804)",0.0
"(143, 337)",0.0
"(64, 753)",0.0
"(600, 681)",0.0
"(146, 369)",0.0
"(706, 785)",0.0
"(382, 589)",0.0
"(153, 245)",1.0
"(584, 690)",0.0
"(497, 888)",0.0
"(188, 651)",0.0
"(553, 718)",0.0
"(22, 101)",0.0
"(295, 577)",0.0
"(477, 860)",0.0
"(56, 204)",0.0
"(36, 53)",0.0
"(773, 926)",0.0
"(32, 833)",0.0
"(182, 622)",0.0
"(142, 823)",0.0
"(22, 351)",0.0
"(171, 354)",0.0
"(519, 785)",0.0
"(162, 877)",0.0
"(771, 887)",0.0
"(25, 869)",0.0
"(392, 862)",0.0
"(549, 584)",0.0
"(85, 183)",0.0
"(278, 847)",0.0
"(237, 771)",0.0
"(75, 581)",0.0
"(71, 337)",0.0
"(232, 432)",0.0
"(46, 777)",0.0
"(777, 794)",0.0
"(598, 755)",0.0
"(168, 885)",0.0
"(353, 737)",0.0
"(365, 498)",1.0
"(341, 374)",0.0
"(629, 901)",0.0
"(148, 328)",0.0
"(11, 772)",0.0
"(16, 924)",0.0
"(11, 628)",0.0
"(619, 971)",0.0
"(187, 831)",0.0
"(178, 964)",0.0
"(437, 978)",1.0
"(306, 805)",0.0
"(283, 404)",1.0
"(824, 921)",0.0
"(292, 960)",0.0
"(64, 393)",1.0
"(326, 894)",0.0
"(336, 884)",0.0
"(381, 688)",0.0
"(595, 731)",0.0
"(55, 891)",0.0
"(293, 593)",0.0
"(12, 541)",0.0
"(97, 754)",0.0
"(691, 815)",0.0
"(466, 732)",0.0
"(847, 936)",0.0
"(641, 848)",0.0
"(619, 634)",0.0
"(64, 365)",1.0
"(103, 985)",0.0
"(415, 548)",0.0
"(673, 730)",0.0
"(892, 977)",0.0
"(37, 606)",0.0
"(60, 738)",0.0
"(84, 617)",0.0
"(685, 890)",0.0
"(164, 802)",0.0
"(326, 454)",0.0
"(281, 712)",0.0
"(52, 517)",0.0
"(300, 772)",0.0
"(162, 580)",0.0
"(148, 348)",1.0
"(296, 688)",0.0
"(326, 584)",0.0
"(246, 805)",0.0
"(82, 634)",0.0
"(636, 704)",0.0
"(720, 980)",0.0
"(73, 188)",0.0
"(119, 962)",0.0
"(229, 372)",1.0
"(661, 669)",0.0
"(134, 713)",0.0
"(266, 737)",0.0
"(712, 807)",0.0
"(301, 700)",0.0
"(35, 294)",0.0
"(906, 969)",0.0
"(404, 630)",0.0
"(86, 782)",0.0
"(367, 904)",0.0
"(585, 890)",0.0
"(240, 663)",0.0
"(507, 561)",0.0
"(308, 935)",0.0
"(23, 400)",0.0
"(440, 849)",0.0
"(478, 986)",0.0
"(542, 633)",0.0
"(297, 498)",0.0
"(710, 719)",0.0
"(680, 720)",0.0
"(380, 913)",0.0
"(37, 781)",0.0
"(158, 441)",0.0
"(20, 681)",0.0
"(221, 262)",0.0
"(331, 509)",0.0
"(54, 714)",0.0
"(768, 854)",0.0
"(423, 743)",0.0
"(279, 455)",0.0
"(452, 704)",0.0
"(222, 627)",0.0
"(173, 525)",0.0
"(219, 857)",0.0
"(102, 154)",0.0
"(55, 475)",0.0
"(124, 959)",0.0
"(18, 188)",1.0
"(393, 578)",0.0
"(304, 649)",0.0
"(677, 730)",0.0
"(9, 769)",0.0
"(844, 892)",0.0
"(587, 856)",0.0
"(258, 447)",0.0
"(517, 839)",0.0
"(330, 549)",0.0
"(107, 525)",0.0
"(713, 745)",0.0
"(687, 869)",0.0
"(129, 512)",1.0
"(238, 682)",0.0
"(463, 905)",0.0
"(288, 463)",0.0
"(677, 689)",0.0
"(502, 567)",0.0
"(284, 406)",0.0
"(748, 912)",0.0
"(57, 198)",0.0
"(551, 949)",0.0
"(436, 689)",0.0
"(156, 455)",0.0
"(318, 917)",0.0
"(404, 523)",0.0
"(349, 406)",0.0
"(93, 773)",0.0
"(445, 605)",0.0
"(70, 234)",0.0
"(80, 240)",0.0
"(520, 697)",0.0
"(102, 913)",0.0
"(881, 991)",0.0
"(83, 593)",1.0
"(381, 589)",0.0
"(792, 903)",0.0
"(215, 1004)",0.0
"(219, 858)",0.0
"(110, 758)",0.0
"(200, 702)",0.0
"(303, 765)",0.0
"(20, 669)",0.0
"(103, 407)",0.0
"(74, 604)",0.0
"(501, 596)",0.0
"(439, 546)",0.0
"(379, 974)",0.0
"(340, 885)",0.0
"(343, 827)",0.0
"(0, 52)",0.0
"(825, 1004)",0.0
"(363, 383)",0.0
"(31, 565)",0.0
"(386, 992)",0.0
"(370, 922)",0.0
"(368, 779)",0.0
"(319, 534)",0.0
"(463, 612)",0.0
"(31, 193)",0.0
"(9, 802)",0.0
"(536, 865)",0.0
"(1, 824)",0.0
"(408, 449)",0.0
"(513, 692)",0.0
"(443, 742)",0.0
"(581, 787)",0.0
"(65, 355)",0.0
"(417, 457)",0.0
"(671, 739)",0.0
"(209, 491)",0.0
"(509, 603)",0.0
"(724, 995)",0.0
"(422, 670)",0.0
"(125, 491)",0.0
"(311, 822)",0.0
"(333, 597)",1.0
"(249, 416)",0.0
"(274, 918)",0.0
"(345, 846)",0.0
"(133, 625)",0.0
"(494, 972)",0.0
"(349, 828)",0.0
"(59, 926)",0.0
"(281, 459)",0.0
"(398, 580)",0.0
"(817, 976)",0.0
"(210, 720)",0.0
"(627, 758)",0.0
"(9, 956)",0.0
"(262, 944)",0.0
"(60, 257)",0.0
"(585, 757)",0.0
"(678, 844)",0.0
"(108, 267)",0.0
"(57, 192)",1.0
"(389, 413)",0.0
"(593, 604)",0.0
"(45, 213)",0.0
"(161, 594)",0.0
"(10, 865)",0.0
"(471, 891)",0.0
"(485, 854)",0.0
"(103, 607)",0.0
"(30, 480)",0.0
"(69, 761)",0.0
"(374, 421)",1.0
"(68, 268)",0.0
"(118, 637)",0.0
"(436, 968)",0.0
"(263, 942)",0.0
"(104, 233)",0.0
"(31, 808)",0.0
"(563, 573)",0.0
"(690, 876)",0.0
"(230, 388)",0.0
"(184, 209)",1.0
"(92, 132)",0.0
"(488, 756)",0.0
"(243, 707)",0.0
"(11, 517)",0.0
"(238, 613)",0.0
"(261, 680)",0.0
"(399, 412)",0.0
"(781, 886)",0.0
"(633, 898)",0.0
"(155, 990)",0.0
"(364, 565)",0.0
"(429, 803)",0.0
"(311, 975)",0.0
"(14, 525)",0.0
"(89, 654)",0.0
"(379, 997)",0.0
"(133, 374)",0.0
"(435, 465)",0.0
"(185, 553)",0.0
"(383, 672)",0.0
"(57, 710)",0.0
"(71, 263)",0.0
"(379, 852)",0.0
"(300, 867)",0.0
"(79, 712)",0.0
"(71, 241)",0.0
"(83, 831)",0.0
"(628, 957)",0.0
"(418, 882)",0.0
"(238, 580)",0.0
"(302, 585)",0.0
"(285, 986)",0.0
"(189, 604)",0.0
"(138, 167)",0.0
"(285, 987)",0.0
"(60, 609)",0.0
"(9, 672)",1.0
"(424, 775)",0.0
"(545, 683)",0.0
"(177, 444)",0.0
"(137, 699)",0.0
"(83, 350)",0.0
"(332, 339)",0.0
"(656, 981)",0.0
"(93, 694)",1.0
"(917, 982)",0.0
"(299, 329)",0.0
"(18, 882)",0.0
"(233, 701)",0.0
"(133, 611)",1.0
"(485, 561)",0.0
"(3, 198)",0.0
"(386, 906)",0.0
"(690, 907)",0.0
"(269, 494)",1.0
"(233, 345)",0.0
"(205, 782)",0.0
"(209, 483)",0.0
"(339, 974)",0.0
"(203, 341)",0.0
"(650, 997)",0.0
"(51, 419)",1.0
"(493, 707)",0.0
"(366, 914)",0.0
"(136, 986)",0.0
"(507, 779)",0.0
"(741, 1000)",0.0
"(369, 596)",0.0
"(627, 772)",0.0
"(330, 723)",0.0
"(107, 415)",0.0
"(42, 369)",0.0
"(289, 927)",0.0
"(499, 870)",0.0
"(176, 483)",1.0
"(167, 385)",1.0
"(213, 714)",0.0
"(197, 1004)",0.0
"(118, 977)",0.0
"(17, 280)",1.0
"(745, 760)",0.0
"(135, 1002)",0.0
"(45, 581)",0.0
"(48, 242)",0.0
"(539, 590)",0.0
"(415, 951)",0.0
"(143, 255)",0.0
"(68, 504)",0.0
"(395, 690)",0.0
"(420, 834)",0.0
"(359, 701)",0.0
"(460, 920)",0.0
"(190, 875)",0.0
"(702, 741)",1.0
"(554, 964)",0.0
"(341, 373)",0.0
"(87, 341)",0.0
"(432, 584)",0.0
"(533, 953)",0.0
"(892, 1004)",0.0
"(135, 353)",0.0
"(149, 414)",0.0
"(544, 884)",0.0
"(137, 306)",1.0
"(490, 638)",0.0
"(206, 479)",0.0
"(168, 442)",0.0
"(490, 945)",0.0
"(585, 617)",1.0
"(81, 853)",0.0
"(27, 796)",1.0
"(767, 990)",0.0
"(305, 647)",0.0
"(109, 589)",0.0
"(491, 571)",0.0
"(915, 978)",0.0
"(204, 989)",0.0
"(60, 235)",1.0
"(60, 761)",0.0
"(43, 981)",0.0
"(61, 355)",0.0
"(671, 755)",0.0
"(242, 255)",1.0
"(419, 750)",0.0
"(11, 169)",1.0
"(46, 789)",0.0
"(307, 611)",0.0
"(910, 1000)",0.0
"(294, 602)",0.0
"(505, 665)",0.0
"(107, 350)",0.0
"(62, 788)",0.0
"(71, 271)",0.0
"(439, 669)",0.0
"(471, 991)",0.0
"(527, 995)",0.0
"(296, 476)",0.0
"(637, 856)",0.0
"(261, 894)",0.0
"(660, 780)",0.0
"(505, 680)",0.0
"(777, 983)",0.0
"(254, 593)",0.0
"(594, 804)",0.0
"(558, 796)",0.0
"(187, 712)",0.0
"(177, 591)",0.0
"(855, 938)",0.0
"(927, 976)",0.0
"(301, 880)",1.0
"(640, 1001)",0.0
"(226, 382)",0.0
"(263, 610)",0.0
"(138, 721)",0.0
"(12, 284)",0.0
"(117, 968)",0.0
"(324, 698)",0.0
"(95, 985)",0.0
"(262, 969)",0.0
"(778, 946)",0.0
"(79, 130)",1.0
"(684, 856)",0.0
"(533, 566)",0.0
"(663, 734)",0.0
"(59, 613)",0.0
"(417, 956)",0.0
"(379, 668)",0.0
"(300, 764)",0.0
"(12, 514)",0.0
"(831, 954)",0.0
"(417, 647)",0.0
"(151, 819)",0.0
"(732, 896)",0.0
"(640, 906)",0.0
"(274, 994)",0.0
"(235, 447)",0.0
"(676, 763)",0.0
"(343, 775)",0.0
"(3, 74)",0.0
"(143, 660)",0.0
"(322, 747)",0.0
"(375, 604)",0.0
"(118, 242)",0.0
"(660, 680)",0.0
"(374, 615)",0.0
"(64, 841)",0.0
"(65, 579)",0.0
"(522, 803)",0.0
"(641, 994)",0.0
"(6, 907)",0.0
"(342, 943)",0.0
"(557, 721)",0.0
"(339, 871)",0.0
"(528, 826)",0.0
"(609, 946)",0.0
"(501, 964)",0.0
"(670, 920)",0.0
"(227, 781)",0.0
"(810, 971)",0.0
"(34, 460)",0.0
"(8, 697)",0.0
"(319, 380)",0.0
"(609, 894)",0.0
"(75, 428)",0.0
"(191, 888)",0.0
"(132, 235)",1.0
"(141, 508)",0.0
"(95, 824)",0.0
"(363, 1001)",0.0
"(552, 763)",0.0
"(802, 883)",0.0
"(507, 910)",0.0
"(75, 360)",0.0
"(122, 384)",0.0
"(623, 732)",0.0
"(251, 737)",0.0
"(672, 865)",0.0
"(275, 630)",0.0
"(110, 769)",0.0
"(568, 659)",0.0
"(352, 953)",0.0
"(180, 827)",0.0
"(476, 606)",0.0
"(298, 335)",0.0
"(253, 334)",0.0
"(69, 404)",1.0
"(256, 481)",1.0
"(344, 663)",0.0
"(115, 570)",0.0
"(299, 511)",0.0
"(697, 923)",0.0
"(596, 830)",0.0
"(101, 838)",0.0
"(888, 983)",0.0
"(233, 741)",0.0
"(202, 608)",1.0
"(432, 671)",0.0
"(552, 741)",0.0
"(308, 928)",0.0
"(300, 548)",1.0
"(79, 238)",0.0
"(775, 883)",0.0
"(27, 485)",0.0
"(78, 302)",0.0
"(430, 722)",0.0
"(788, 833)",0.0
"(661, 919)",0.0
"(70, 997)",0.0
"(341, 896)",0.0
"(438, 439)",0.0
"(150, 798)",0.0
"(285, 567)",0.0
"(143, 899)",0.0
"(439, 874)",0.0
"(353, 792)",0.0
"(219, 505)",0.0
"(161, 509)",0.0
"(298, 317)",0.0
"(12, 473)",1.0
"(66, 289)",0.0
"(290, 697)",0.0
"(93, 944)",0.0
"(315, 660)",0.0
"(348, 525)",0.0
"(679, 894)",0.0
"(554, 951)",0.0
"(72, 432)",0.0
"(497, 535)",0.0
"(296, 965)",0.0
"(271, 410)",0.0
"(1, 217)",0.0
"(450, 960)",0.0
"(202, 418)",0.0
"(477, 686)",0.0
"(321, 934)",0.0
"(188, 348)",0.0
"(115, 701)",0.0
"(206, 838)",0.0
"(212, 435)",0.0
"(238, 649)",0.0
"(279, 421)",0.0
"(99, 494)",1.0
"(659, 806)",0.0
"(92, 747)",0.0
"(111, 449)",0.0
"(809, 862)",0.0
"(30, 586)",0.0
"(535, 911)",0.0
"(463, 556)",0.0
"(34, 117)",0.0
"(370, 642)",1.0
"(156, 700)",0.0
"(285, 664)",0.0
"(611, 884)",0.0
"(526, 955)",0.0
"(56, 304)",1.0
"(280, 571)",0.0
"(493, 670)",0.0
"(299, 681)",0.0
"(472, 578)",0.0
"(612, 709)",0.0
"(297, 393)",0.0
"(358, 973)",0.0
"(872, 928)",0.0
"(163, 982)",0.0
"(184, 416)",0.0
"(86, 509)",1.0
"(286, 431)",0.0
"(396, 782)",0.0
"(827, 862)",0.0
"(154, 611)",0.0
"(718, 884)",0.0
"(296, 635)",0.0
"(348, 839)",0.0
"(320, 746)",0.0
"(314, 492)",1.0
"(584, 911)",0.0
"(533, 536)",0.0
"(655, 777)",0.0
"(151, 512)",0.0
"(469, 969)",0.0
"(765, 875)",0.0
"(504, 756)",0.0
"(703, 778)",0.0
"(217, 333)",1.0
"(670, 701)",0.0
"(133, 313)",0.0
"(349, 918)",0.0
"(666, 770)",0.0
"(397, 980)",0.0
"(521, 844)",0.0
"(156, 613)",0.0
"(318, 586)",0.0
"(41, 541)",0.0
"(480, 545)",0.0
"(638, 805)",0.0
"(389, 828)",0.0
"(836, 994)",0.0
"(52, 593)",0.0
"(707, 828)",0.0
"(150, 858)",0.0
"(250, 648)",0.0
"(112, 919)",0.0
"(856, 878)",0.0
"(79, 543)",0.0
"(92, 671)",0.0
"(645, 680)",0.0
"(81, 889)",0.0
"(462, 591)",0.0
"(281, 304)",1.0
