,name,grape,region,variety,rating,notes
27052,Hidden Ridge 55% Slope Cabernet Sauvignon 2009,,"Sonoma County, California",Red Wine,91.0,#32 
27053,Hidden Ridge 55% Slope Cabernet Sauvignon 2011,,"Sonoma County, California",Red Wine,90.0,"Ripe black fruit aromas pour from the glass followed by notes of spice, cocoa, black tea and hibiscus. The full bodied palate is dense with the flavors of milk chocolate, blackberry and caramel, carried on smooth tannins and supple texture. The flavors of tea, chocolate and cherry carry through on the long finish."
27054,Hidden Ridge 55% Slope Cabernet Sauvignon 2012,,"Sonoma County, California",Red Wine,91.0,"Ripe black fruit aromas pour from the glass followed by notes of spice, cocoa, black tea and hibiscus. The full bodied palate is dense with the flavors of milk chocolate, blackberry and caramel, carried on smooth tannins and supple texture. The flavors of tea, chocolate and cherry carry through on the long finish."
27055,Hidden Ridge 55% Slope Cabernet Sauvignon 2013,,"Sonoma County, California",Red Wine,97.0,"Ripe black fruit aromas pour from the glass followed by notes of spice, cocoa, black tea and hibiscus. The full bodied palate is dense with the flavors of cocoa, blackberry and brown sugar, carried on smooth tannins and supple texture. The flavors of tea, mocha and cherries carry through on the long finish."
27056,Hidden Ridge Impassable Mountain Reserve Cabernet Sauvignon 2007,,"Sonoma County, California",Red Wine,95.0,"""Impassable Mountain"" is a dense, complex wine revealing aromas of cocoa, black currant, pipe tobacco and clove on the nose and smoke, fall leaf, cherry, blueberry and vanilla on the palate. Rich and powerful, the wine remains well balanced with a long mint and clove-laced finish."
27057,Hidden Ridge Impassable Mountain Reserve Cabernet Sauvignon 2009,,"Sonoma County, California",Red Wine,96.0,"Full bodied and richly textured, the Impassable Mountain Reserve is a complex expression of mountain Cabernet Sauvignon. The nose opens with toffee, blackberry bramble, black tea and cassis. Bright cherry and black raspberry lead through a focused palate, scented with nutmeg and brown sugar, and finishing with tea laced dark chocolate. This wine will reward cellaring for a decade or more, but can be enjoyed early with decanting."
27058,Hidden Ridge Impassable Mountain Reserve Cabernet Sauvignon 2008,,"Sonoma County, California",Red Wine,96.0,"Full bodied and richly textured, the Impassable Mountain Reserve is a complex expression of mountain Cabernet Sauvignon. The nose opens with toffee, blackberry bramble, black tea and cassis. Bright cherry and black raspberry lead through a focused palate, scented with nutmeg and brown sugar, and finishing with tea laced dark chocolate. This wine will reward cellaring for a decade or more, but can be enjoyed early with decanting. "
27059,Hiedler Langenlois Riesling 2017,,"Kamptal, Austria",White Wine,90.0,"The 2017 is smoky and angular, funky plum blossom and balsam, woodruff and iron; in other words as unique as always!"
27060,Hiedler Loss Gruner Veltliner 2007,,"Kamptal, Austria",White Wine,90.0,"""Rich and ripe, with flavors of peach, Fuji apple and hints of marzipan. The precise finish of glazed apricot and citrus is long and satisfying. Drink now through 2013."" 90 Points"
27061,Hiedler Loss Gruner Veltliner 2018,,"Kamptal, Austria",White Wine,90.0,"The wine has a fruity entrée with notes of white flowers, apple, green pears, subtle nuances of herbs; fine acidity, bright fruit character, some mirabelle, yellow apple, beautiful texture, very versatile food companion."
27062,Hiedler Loss Gruner Veltliner 2019,,"Kamptal, Austria",White Wine,92.0,"The wine has a fruity entrée with notes of white flowers, apple, green pears, subtle nuances of herbs; fine acidity, bright fruit character, some mirabelle, yellow apple, beautiful texture, very versatile food companion."
27063,Hiedler Thal Gruner Veltliner 2014,,"Kamptal, Austria",White Wine,90.0,It is the classic Hiedler wine showing the juicy Viognier side of Gruner Veltliner also showing nuances of roasted red peppers.
27064,Hiedler Thal Gruner Veltliner 2017,,"Kamptal, Austria",White Wine,92.0,"Usually this is GV rendered as Semillon, with a little hot paprika shaken into the mix. The ’17 is certainly a big smoky voodoo beast, real wicca-juice. It’s like you’re about to leave home for a few weeks and you cooked all the veggies you had, especially the peppers and eggplant, with cinnamon and nutmeg, and then you sucked on a Ricola eucalyptus candy, and then you top-applied Timut pepper, paprika and marjoram to your veggie-mess. And then you served up the joyful slop, wrecked your shirt, licked your lips, licked your partner’s lips, and let someone else wash the dishes."
27065,Hiedler Urgestein Riesling 2015,,"Kamptal, Austria",White Wine,91.0,"Ripe yellow peach, a touch of apricot, orange zest and honey. Juicy, elegant, delicate fruit-sweetness, nuances of tropical fruit, elegant acidity, and a salty finish. This wine has good aging potential."
27066,High Altitude Malbec/Cabernet 2003,,Argentina,Red Wine,87.0,"High Altitude wine mingles the stunning natural environment conditions with the well-adapted varietals in the region. Andes Mountains climate, soil, altitude and wildlife inspire High Altitude concept. Sourced from the longest reputation as great Cabernet Sauvignon Terroir, Agrelo, this deep red colored wine reaches a perfect balance of intense red fruits, acidity and structure."
27067,High Note Elevated Malbec 2007,,Argentina,Red Wine,88.0,"Blend: 83% Malbec, 8% Cabernet Sauvignon, 6% Cabernet Franc, 3% Petit Verdot "
27068,High Valley Vineyards Cabernet Sauvignon 2014,,"High Valley, Lake County, North Coast, California",Red Wine,89.0,"High Valley Cabernet Sauvignon has a richness and depth, unlike any other Cabernet the winery makes. Betsy’s vineyard produces concentrated flavors of cassis, cranberry, and cherry. This red fruit is backed up by dried herbs, spice, dark chocolate, and a kiss of oak with a lengthy finish. This wine will age well for up to 8-12 years."
27069,High Valley Vineyards Rose 2017,,"High Valley, Lake County, North Coast, California",Pink and Rosé,90.0,"Separately we brought in Grenache, Syrah, Cinsault, and Mourvèdre from our High Valley Vineyard. Using a process known as Saignée, we bled off 12% juice from each lot.  We then fermented at cooler temperatures (13°C/55°F) to capture the delicate floral aromas and abundant fruit flavor of this Rose’.  The Cinsault is a new addition for 2017. It is the first crop from our ‘mother vine’ Cinsault block, planted in the 1890’s. ""Our High Valley Rose’ has bright aromas of raspberry, strawberry, and hints of lime.  Perfect pairing with Mediterranean dishes and good friends any time of the year."" Joy Merrilees, Director of Winemaking and Production "
27070,High Valley Vineyards Sauvignon Blanc 2015,,"High Valley, Lake County, North Coast, California",White Wine,90.0,"The High Valley Sauvignon Blanc has lush layers of citrus, honeydew melon, lime peel, and quince. Flavors of lemon-lime, ripe melon, and pineapple give way to crisp acids and a polished finish. The perfect wine all summer long."
27071,High Valley Vineyards Sauvignon Blanc 2016,,"High Valley, Lake County, North Coast, California",White Wine,91.0,"The vineyard block faces the setting sun and accumulates heat throughout the day, bringing out the full flavor of the fruit while balancing the cooling effects of being grown at 2,200 feet in elevation. This Sauvignon Blanc has aromas of pear, kiwi fruit, and apricot. The grapefruit, apricot and lime flavors fill the palate with a lush round texture."
27072,High Valley Vineyards Sauvignon Blanc 2017,,"High Valley, Lake County, North Coast, California",White Wine,90.0,"The vineyard block faces the setting sun and accumulates heat throughout the day, bringing out the full flavor of the fruit while balancing the cooling effects of being grown at 2,200 feet in elevation. This Sauvignon Blanc has aromas of pear, kiwi fruit and apricot. The grapefruit, apricot and lime flavors fill the palate with a lush round texture."
27073,High Valley Vineyards Sauvignon Blanc 2018,,"High Valley, Lake County, North Coast, California",White Wine,89.0,"The High Valley Sauvignon Blanc has notes of apricot and pear that come through on the nose, uplifted with hints of orange blossom. The grapefruit flavors on the palate show nicely with undertones of lemongrass and a hint of pineapple on the finish"
27074,High Valley Vineyards Zinfandel 2015,,"High Valley, Lake County, North Coast, California",Red Wine,93.0,"The raspberry and blackberry notes are lifted by spices on the mid palate leading to an integrated, yet subtle oak finish."
27075,High Valley Vineyards Zinfandel 2016,,"High Valley, Lake County, North Coast, California",Red Wine,90.0,"The raspberry and blackberry notes are lifted by spices on the midpalate leading to an integrated, yet subtle oak finish."
27076,Highbank Coonawarra Basket Pressed (Cab/Merlot/Cab Franc) 1997,,"Coonawarra, South Australia, Australia",Red Wine,92.0,"The 1997 vintage was small in volume, and fortunately, as is the usual scenario for low yielding harvests, the quality commensurately went up. Fruit flavors are extra concentrated and this is immediately obvious just by looking at the wine. It is dark, deep, purple red to the point of almost being black. There is color all the way to the rim of the glass.  The blend of 65% Cabernet Sauvignon, 23% Merlot and 12% Cabernet Franc offers immense concentration on the nose with ripe and sweet fruit flavors such as blackcurrants and blackberries, plums and cherries mixing with the more savoury, secondary flavors like tobacco, earth/mineral and nutty aromas. In addition there is an overlay of vanilla from judicious use of new oak barrels.  Whilst the palate sees all the flavors identified on the nose it is the fruit flavors that tend to dominate now, because the wine is so youthful. The secondary characters will take a few years to soften and integrate. Because of the lower than normal yields, which are very low anyway, the wine has a rich thick texture as it glides over the tongue. The finish lingers on with the assistance of ample acidity and very firm, finely grained tannins.  It is not advised to drink this wine immediately. it has been made for at least medium term cellaring and quite possibly will develop and mature for many years. I would recommend waiting a minimum of 5 years, with potential to age for a further 10 years or so.  If you can't help yourself and need to drink a bottle or two now make sure you serve an appropriate dish to help soften the firmness of the tannins. Then you will enjoy the depth of fruit flavor even more. The best style of dishes to fit this requirement are slow cooked braising meals using flavorsome cuts of beef served in rich juices flavored with plenty of herbs and root vegetables."
27077,Highfield Sauvignon Blanc 2002,,New Zealand,White Wine,91.0,"Deliciously aromatic, redolent of quince, passion fruit and ripe pears."
27078,Highway 12 Cabernet Sauvignon 2015,,"Sonoma Valley, Sonoma County, California",Red Wine,89.0,This is undeniably the classic bold Sonoma cab you've been searching for. With the intense hit of black fruit right up front and the stabilizing tannins coating the mid-palate...you don't want this to end. But it does. It ends with a lingering finish of soft earth and sweet cocoa. Enjoy with a good steak and some good friends! Hold up to 5 years.
27079,Hijos de Rainera Perez Marin La Guita Manzanilla,,"Jerez, Spain",,90.0,#30 
27080,Hijos de Rainera Perez Marin La Guita Manzanilla (375ML half-bottle),,"Jerez, Spain",,90.0,#30 
27081,Hijos de Rainera Perez Marin La Guita Manzanilla En Rama (375ML half-bottle),,"Jerez, Spain",Screw Cap,93.0,"Golden brown in color. On the nose baked apple, hints of hazelnut and Chamomile and a herbal note of lemon thyme, newly baled hay and salt air. On the palate preserved lemon peel, subtle iodine, almond and green olive give way tangy dried apricot and mandarin and a sea urchin richness. "
27082,Hill Family Estate Albarino 2018,,"Carneros, California",White Wine,90.0,Its zippy acidity and light floral notes make it a natural companion to tapas and fresh seafood.
27083,Hill Family Estate Napa Valley Cabernet Sauvignon 2015,,"Napa Valley, California",Red Wine,91.0,"Aromas of blackberry, mocha, and black licorice build into rich oak spice, vanilla, and caramel. The palate is ripe and inviting with gentle tannins surrounded by blackberry cobbler and deep black cherry notes. The finish is full and lush; a real mouthful of classic Cabernet with a sweet disposition."
27084,Hill Family Estate Origin 2015,,"Napa Valley, California",Red Wine,91.0,"The 2015 Origin has lovely aromas of blackberry and raspberry fruit with dark roses. The broad entry has a big mouthful of berries and crunchy cherry. The ripe and intense mid-palate rolls into more sweet fruit – blueberry, red currant, and plum, with some chewy tannins hanging around the edges."
27085,Hill of Content Grenache/Shiraz 2001,,Australia,Red Wine,89.0,"2001 was a cracker of a vintage. Optimal ripeness and great flavor development show in this wine. The 74% Grenache leaps out of the glass with bright lifted raspberry & cherry notes, with hints of the spice from the 26% of Shiraz. On the palate, the two elements meld together with great ease. Bright red fruits mingle with spice, pepper and some darker fruits. Intense, complex flavors that are just too easy to drink!! Long on the finish. Ready to drink now or watch it get better over the next 4 to 5 years. An extremely food friendly wine: crank up the BBQ or Broiler and serve up with anything from Salmon to Chicken to a great piece of meat."
27086,Hill of Content Pinot Noir 2002,,Australia,Red Wine,87.0,"On nose and palate, vibrant, fresh cherry and plum meld together with lovely earth and mineral notes in support. Its amazing the depth of character of this wine for 4 year old vines, and for the price. It?s a baby now, and will evolve beautifully over the next few years. A wine for all seasons and foods."
27087,Hill Smith Estate Eden Valley Chardonnay 2011,,"Eden Valley, Barossa, South Australia, Australia",White Wine,90.0,"In the glass, the Hill-Smith Estate Chardonnay is pale gold with tinges of green. The wine has lifted aromas of citrus zest and white nectarine overlaid with subtle notes of struck flint and toasted cashew nuts. Showing greater than usual restraint, the palate is finely textured with citrus, quince and stone fruit flavours. The white nougat creaminess is nicely balanced by a fresh natural acidity and persistent fruit length."
27088,Hill Smith Estate Eden Valley Chardonnay 2013,,"Eden Valley, Barossa, South Australia, Australia",White Wine,91.0,"Hill-Smith Estate Eden Valley Chardonnay 2013 is pale straw in colour with green tints. Aromas of fragrant citrus blossom and fresh nectarine combine with subtle hints of struck flint and savoury wild yeast complexity. The palate is creamy and textural with generous flavours of lemon curd, quince and fresh peaches. A fresh citrus acidity provides balance and restraint to the palate structure and provides a refreshing, persistent finish."
27089,Hill Smith Estate Sauvignon Blanc 2001,,Australia,White Wine,85.0,"Hill Smith Estate Sauvignon Blanc 2001 is very pale straw in colour with lively green tinges. The intense aroma is of fresh cut grass with hints of lemon peel and nettle leaf. The palate is very rich and textured with layers of lemon, asparagus and fresh herbs leading to a long finish with a refreshing natural acidity. "
27090,Hilliard Bruce Earth Pinot Noir 2013,,"Central Coast, California",Red Wine,92.0,"This vintage of Hilliard Bruce Earth Pinot Noir captured its terroir of the estate much like its predecessor. This has a more masculine sense of smoke, iron, forest and red stone fruits."
27091,Hilliard Bruce SKY Pinot Noir 2011,,"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,92.0,"Sky offers notes of exotic spices and dried cherry underpinned by rose petals and plum. On the palate, it shows a refined balance of both substance and lightness; a velvety mouthfeel of supple tannins juxtaposed by fresh acidity. Pommard and Calera clones showcase a deep cola and white pepper that carry over to an incredibly long finish. 16 months in 30% new French oak.Sta. Rita Hills  > Santa Barbara > Central Coast > California"
27092,Hilliard Bruce Sta. Rita Hills Estate Chardonnay 2012,,"Sta. Rita Hills, Santa Barbara, Central Coast, California",White Wine,92.0,"This 2012 Hilliard Bruce Chardonnay has been described as floral, mineral and elegant."
27093,Hilliard Bruce Sta. Rita Hills Estate Chardonnay 2013,,"Sta. Rita Hills, Santa Barbara, Central Coast, California",White Wine,91.0,"Clean, classy and pure elements result harmonizing the linear nature of sandy soil with the elongated upbringing in cooperage to round out the finished wine."
27094,Hilliard Bruce Sun Pinot Noir 2011,,"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,91.0,"Consistently produced every year, Sun Pinot Noir offers a bright, fruit-driven expression of the Hilliard Bruce vineyard, with layers of depth and nuance. It emerges with a bouquet of ripe raspberry, lavender and dried meats. The wine’s full-texture and bright acid quickly envelops the mid-palate with rich and deeply layered nuances of red cherry, pomegranate, clove and savory notes. The finish is clean yet voluptuous."
27095,Hilliard Bruce Sun Pinot Noir 2012,,"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,92.0,"The 2012 Sun is comprised of Dijon clones, 667, 777 & 115, from two south-facing parcels with maximum sun exposure. Sandy loam soil lends drive and power, as it jumps from the glass with exuberant dark red and grounded black fruit. Sun always showcases the heart of Hilliard Bruce vineyard. Aged 18 months in 20% new French oak barrels."
27096,Hilliard Bruce Sun Pinot Noir 2013,,"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,93.0,"The 2013 Sun is comprised of Dijon clones, 667, 777 & 115, from two south-facing parcels with maximum sun exposure. Sandy loam soil lends drive and power, as it jumps from the glass with exuberant dark red and grounded black fruit. Sun always showcases the heart of Hilliard Bruce vineyard. Aged 18 months in 20% new French oak barrels."
27097,Hindsight Wines Calistoga Estate Cabernet Sauvignon 2015,,"Calistoga, Napa Valley, California",Red Wine,92.0,Low yield in our Estate vineyard due to cold weather in late spring produced an intense wine with exceptionally concentrated characters. Toasty oak notes nuance the lush and lingering finish accomplished by nearly two years of aging in French oak barrels.
27098,Hindsight Wines Chardonnay 2018,,"Napa Valley, California",White Wine,91.0,"Our 2018 Chardonnay is sourced from vineyards in Carneros and Oak Knoll. Fermented in stainless steel, then aged three months on the lees in neutral French oak, the wine shows great acidity, weight, and mouth-feel. This 100% Chardonnay shows acidity normally reserved for stainless only wines. This is a beautifully balanced Chardonnay."
27099,Hirsch East Ridge Pinot Noir 2012,,"Fort Ross-Seaview, Sonoma Coast, Sonoma County, California",Red Wine,90.0,"The very limited Hirsch East Ridge Estate Pinot Noir is sourced from the oldest blocks on the eastern side of the Hirsch Vineyard, partially sheltered from the marine influence. It is a masculine and powerful expression of the Vineyard, with fantastic structure, concentration and fruit."
27100,Hirsch Bohan Dillon Pinot Noir 2017,,"Sonoma Coast, Sonoma County, California",Red Wine,91.0,"The Hirsch Vineyards Bohan-Dillon Pinot Noir is an affordable world-class wine that brings to your glass the full spectrum of the True Sonoma Coast. Precociously charming and utterly quaffable, this wine is produced using the exact same wine making methods and with the same attention to detail as our other pinots, thereby ensuring a wine of great quality, traditional varietal character, and sense of place. "
27101,Hirsch San Andreas Fault Pinot Noir (1.5L Magnum) 2012,,"Sonoma Coast, Sonoma County, California",Red Wine,95.0,"The San Andreas Fault Estate Pinot Noir is the flagship wine from Hirsch, and the wine that represents the summation of our complex vineyard. The 2012 vintage has produced one of the most exceptional and cellar-worthy vintages we have ever seen."
27102,Hirsch San Andreas Fault Pinot Noir 2011,,"Sonoma Coast, Sonoma County, California",Red Wine,90.0,"The San Andreas Fault is Hirsch Vineyards' signature pinot noir and is crafted to give the drinker a complete picture of this complex vineyard. The 2011 San Andreas Fault has fruit from 27 distinct farming blocks within Hirsch Vineyards, more than any wine produced from this site. The signature wine from one of the finest vintages they've ever seen at Hirsch Vineyards. A wine of elegance, intensity and fantastic ageability. 100% estate, 100% Hirsch. "
27103,Hirsch San Andreas Fault Pinot Noir 2016,,"Sonoma Coast, Sonoma County, California",Red Wine,92.0,"The San Andreas Fault Estate Pinot Noir is the flagship wine from Hirsch, and the wine that represents the summation of our complex vineyard. David Hirsch says if you drink only one of their wines this should be it. 100% estate, 100% Hirsch. In their 2016 Pinot Noirs, you will find the dark intensity of their 2015s, with the lift and energy of the 2014s."
27104,Hirsch San Andreas Fault Pinot Noir 2014,,"Sonoma Coast, Sonoma County, California",Red Wine,91.0,"The San Andreas Fault is Hirsch Vineyards’ signature Pinot Noir and is crafted to represent the entirety of this multifaceted vineyard. The 2014 San Andreas Fault has fruit from more than 30 of Hirsch's 61 distinct farming blocks, more than any other wine made from the Hirsch Vineyard. It is the flagship wine from Hirsch, and the wine that represents the summation of this complex vineyard."
27105,Hirsch San Andreas Fault Pinot Noir (375ML half-bottle) 2014,,"Sonoma Coast, Sonoma County, California",Red Wine,91.0,"The San Andreas Fault is Hirsch Vineyards’ signature Pinot Noir and is crafted to represent the entirety of this multifaceted vineyard. The 2014 San Andreas Fault has fruit from more than 30 of Hirsch's 61 distinct farming blocks, more than any other wine made from the Hirsch Vineyard. It is the flagship wine from Hirsch, and the wine that represents the summation of this complex vineyard."
27106,Hirsch Sonoma Coast Reserve Pinot Noir 2017,,"Sonoma Coast, Sonoma County, California",Red Wine,92.0,"The 2017 Reserve continues Hirsch winemaking tradition, bringing together the finest barrels from the vintage to create a wine of dark fruit complimented by savory, earthy aromatics. Classic Hirsch tannins provide backbone and gravitas. A highly ageable wine worthy of contemplation and patience."
27107,Hirtzberger Gruner Veltliner Federspiel Spitzer Rotes Tor 2003,,Austria,White Wine,90.0,"""Classic Rotes Tor in the way it encases its ripeness in a firmly minerally package, this is powerful, even muscular. In this hot vintage, the ripely luscious fruit seems to exist purely as puppy fat, not at all detracting fromthe deeper underlying character of the wine. A hue Federspiel, beautiful in its terroir expression."""
27108,Hirtzberger Gruner Veltliner Rotes Tor Smaragd 2005,,Austria,White Wine,94.0,"""Harvested November 8-10 from the steepest terraces of the Rotes Tor (adjacent to Singerriedel), Hirtzberger's 2005 Gruner Veltliner Smaragd Rotes Tor smells of sweet pea, citrus, and rhubarb. It comes onto the palate with creamy texture yet loads of juicy fruit and positively shimmering wet stone, salty mineral expression. Like its Federspeiel counterpart, this exhibits great clarity of fruit, even though one can detect accents of honey and brown spice attributable to botrytis. A brothy, rich meld of stone, spice, and fruit pours itself into a long, evocative finish that outdistances all but a handful of other Gruner Veltliner from this vintage. I would be unafraid to stash some of this in my cellar for a decade or more – indeed I would regret not doing so, and while I was at it I would track some bottles of the Federspiel as well."""
27109,Hirtzberger Rotes Tor Smaragd Gruner Veltliner 2017,,"Wachau, Austria",White Wine,93.0,"Medium yellow, silver reflections. With a touch of meadow herbs underlaid nuances of fully ripe honeydew melon, delicate smoky-tobacco notes, notes of orange zest. Juicy, powerful, ripe yellow tropical fruit, mineral and salty, subtle honeymoon in the finish, good development potential."
27110,Hitching Post Cork Dancer Pinot Noir 2013,,"Santa Barbara, Central Coast, California",Red Wine,90.0,"Cork Dancer displays a rich, dark fruit profile with balanced structure and body that pairs perfectly with grilled meats."
27111,Hitching Post Cork Dancer Pinot Noir 2015,,"Santa Barbara, Central Coast, California",Red Wine,90.0,"Cork Dancer displays a rich, dark fruit profile with balanced structure and body that pairs perfectly with grilled meats."
27112,Hitching Post Hartley Ostini Gen Red 2015,,"Santa Barbara, Central Coast, California",Red Wine,89.0,"""GEN RED"" is a blend of grapes from several vineyards along the Central Coast. This vintage is mostly Merlot that lends roundness and drinkability, with Tempranillo for richness, and Sangiovese, Syrah and Valdiguie for spice & fruit."
27113,Hitching Post Highliner Pinot Noir 2012,,"Santa Barbara, Central Coast, California",Red Wine,90.0,"""Highliner"" is a barrel selection (70% new French oak) of maritime-cooled vineyards in Santa Barbara County, combining the forward fruit and richness of the Santa Maria Valley, with the earthiness and structure of fruit from the Sta. Rita Hills. This blend includes these vineyards & clones: Rio Vista 777, 115, Fiddlestix 115, 667 & 777, Bien Nacido, 115 and Pommard 4, and Julia's Pommard 4."
27114,Hitching Post Highliner Pinot Noir 2013,,"Santa Barbara, Central Coast, California",Red Wine,91.0,"For the winery's top-of-the-line bottling, the best barrels are blended from the best vineyards. The goal is to achieve balance and complexity in a graceful and elegant, yet compelling and complete expression of Pinot Noir from the region.""HIGHLINER"" is a barrel selection (70% new French oak) of maritime-cooled vineyards in Santa Barbara County, combining the forward fruit and richness of the Santa Maria Valley, with the earthiness and structure of fruit from the Sta. Rita Hills. The blend of vineyards can change with each vintage depending on which ones produce the best of the best for that particular growing season."
27115,Hitching Post Hometown Pinot Noir 2013,,"Santa Barbara, Central Coast, California",Red Wine,90.0,"Hometown is an early bottling of our Santa Barbara cuvee and showcases the delicious fruit of young Pinot Noir. This three valley blend is made from grapes we source from vineyards near Los Alamos, Santa Maria and Sta. Rita Hills."
27116,Hitching Post Hometown Pinot Noir 2015,,"Santa Barbara, Central Coast, California",Red Wine,89.0,"Hometown is an early bottling of our Santa Barbara Cuvee and showcases the delicious fruit of young Pinot Noir. This three valley blend is made from grapes we source from vineyards near Los Alamos, Santa Maria, and Sta. Rita Hills."
27117,Hitching Post Hometown Pinot Noir (375ML half-bottle) 2015,,"Santa Barbara, Central Coast, California",Red Wine,89.0,"Hometown is an early bottling of our Santa Barbara cuvee and showcases the delicious fruit of young Pinot Noir. This three valley blend is made from grapes we source from vineyards near Los Alamos, Santa Maria and Sta. Rita Hills."
27118,Hitching Post Perfect Set Pinot Noir 2013,,"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,90.0,A ripe flavor profile with firm structure. Juicy and delicious from Fiddelstix Vineyard in the Sta. Rita Hills.
27119,Hitching Post Pinks Rose 2017,,"Central Coast, California",Pink and Rosé,89.0,"With purposeful intention, this 2017 ""Pinks"" is made with free run juice from Pinot Noir of Rio Vista and Kick On vineyards, and pressed juice of Valdiguie from the French Camp Vineyards near Shandon. The Pinot portion adds a bit of richness and roundness to this wine, without taking away from the refreshing light nature. We enjoy the Valdiguie here for its lively crisp and refreshing strawberry scented aspect. Together these grapes create a young, dry rose that drinks well before dinner, makes a wonderful ""wake up call"" for the palate, and can match lighter foods very well. "
27120,Hobel Cabernet Sauvignon 2012,,"Napa Valley, California",Red Wine,92.0,"The 2012 Hobel Cabernet to be the best wine Hobel has produced thus far. Aromas of cedar, sweet oak, vanilla bean, flowers and spices combine with a medley of boysenberry, cassis and blackberries on the nose. This super-concentrated fruit profile then passes through to the palate and is framed by hints of chocolate, minerals and sweet, round tannins. There is great length here, and with the density that we are seeing in the wine, we can only imagine the great things to come for ""Coco's Vintage"" with several years of bottle age."
27121,Hobel Engelhard Vineyard Cabernet Sauvignon 2009,,"Napa Valley, California",Red Wine,90.0,"Pulling the cork just days after the June 20th bottling was an exciting experience. The wine was almost black in color and the room was immediately filled with the aromas of blackberries, cassis, a touch of forest floor and baking spices. The wine is rich and bold and saturates the palate with flavor. The underlying tannin structure and acidity provide lift, lengthening the finish and giving a glimpse of spectacular things to come."
27122,Hobo Wine Company Rockpile Branham Vineyard Zinfandel 2015,,"Rockpile, Sonoma County, California",Red Wine,93.0,"Rockpile’s weather is often the inverse of the Dry Creek Valley. When it is foggy in the valley, it is sunny and warm at Rockpile. When it is hot below, it can be cool and windy in the mountains. 2015 was another warm year and the harvest was early again. As had become custom, the old vine block, the Dempel/Dupratt block, and the Petite Sirah were harvested on the same day allowing to co-ferment the entire wine. The Petite Sirah, harvested on the early and green side contributes structure, earthiness, and pepperiness to the riper full fruit of the Zinfandel. Co-fermenting leads to a wine that is ultimately more knit together."
27123,Hofer Gruner Veltliner Freiberg 2012,,Austria,White Wine,91.0,"This one-of-a-kind styled Gruner Veltliner Freiberg is rich, creamy and exotic and is also juicy and lacquered."
27124,Hogue Barrel Select Cabernet Sauvignon 1996,,"Columbia Valley, Washington",Red Wine,89.0,"The vineyard lots were fermented in stainless steel tanks and racked to a mix of American and French oak barrels (20 percent new).  The wine matured for 12 months, with the barrel lots evaluated regularly to ensure that the wine met Barrel Select quality parameters.  The best lots were then blended and bottled, and the wine allowed to age an additional 18 months before release."
27125,Hogue Barrel Select Chardonnay 1998,,"Columbia Valley, Washington",White Wine,87.0,"Barrel fermentation tempers the natural acidity and heightens the varietal fruit flavors of Chardonnay grown in the Columbia Valley.  The wine has complex aromas of ripe pear, sweet vanilla and oak char.  The lively flavors include vanilla and spice from the French oak, and ample ripe pear and green apple fruit.  A fine match to full-flavored dishes such as trout with spicy polenta crust, pasta with pesto sauce and grilled vegetables."
27126,Hogue Barrel Select Cabernet Sauvignon 1997,,"Columbia Valley, Washington",Red Wine,88.0,"The key to making great Cabernet Sauvignon is to ensure the crop load is balanced so that all of the grapes can ripen evenly and develop concentrated flavors.  The rich flavors in this wine come not only from the Cabernet Sauvignon itself, but also from the addition of other red varietals:  14% Merlot for elegance, 5% Lemberger and 1% Syrah for a black pepper note and 2% Cabernet Franc for backbone.  The result?  Cherry, cranberry and vanilla aromas and flavors integrated with toasty oak.  A slight bell pepper note in the background adds complexity.  The texture is soft and velvety, with nice oak, vanilla and clove note in the balanced tannic finish.  The winemakers suggest mid-term consumption with grilled bell peppers, BBQ beef, spicy pasta or a bittersweet chocolate desert."
27127,Hogue Cabernet-Merlot 1998,,"Columbia Valley, Washington",Red Wine,86.0,"The blend Cabernet Sauvignon and Merlot is made to be approachable and ready to drink in its youth. The predominant flavors and aromas are bright raspberry fruit, vanilla, and oak.  The wine has good weight and structure and bramble and herbal notes that add interest.  With its bright fruit and moderate complexity, the wine is delicious by itself and also ideal for service with Greek salad, pastas, stuffed peppers and liberally herbed chicken dishes."
27128,Hogue Cabernet-Merlot 1997,,"Columbia Valley, Washington",Red Wine,88.0,"The blend Cabernet Sauvignon and Merlot is made to be approachable and ready to drink in its youth. The predominant flavors and aromas are bright raspberry fruit, vanilla, and oak.  The wine has good weight and structure and bramble and herbal notes that add interest.  With its bright fruit and moderate complexity, the wine is delicious by itself and also ideal for service with Greek salad, pastas, stuffed peppers and liberally herbed chicken dishes."
27129,Hogue Chardonnay 1997,,"Columbia Valley, Washington",White Wine,87.0,"This Chardonnay is made in a food-friendly style, with the judicious use of barrel and malo-lactic fermentation adding complexity without overwhelming the fresh fruit flavors. The wine has aromas of ripe pear, apple, sweet vanilla and toast, and rich flavors of melon, ripe fig, green apple, pear and a light touch of oak. Try this Chardonnay with salads, poultry and fish dishes, and particularly grilled yellow fin tuna."
